Column1
毎月
太い
五日
出る
話
写真
大きな
曇り
白い
飲み物
掃除
時間
昼御飯
店
火曜日
誰
丈夫
先週
会う
西
狭い
覚える
入れる
道
電気
学生
御飯
近い
昨日
後
作文
終る
お兄さん
目
門
読む
冷たい
地図
学校
煩い
三日
大使館
青い
駅
座る
二人
来年
飛ぶ
起きる
四
私
毎晩
八
喫茶店
二つ
古い
二日
外国
庭
広い
置く
一緒
洗う
映画館
低い
卵
言葉
青
降る
暇
飴
灰皿
違う
交差点
宿題
漢字
地下鉄
水
帽子
持つ
渡す
朝御飯
温い
上着
文章
九つ
有名
万
戸
村
午前
前
姉
閉める
大人
お金
一月
自動車
切手
晴れ
洋服
木
名前
書く
友達
一日
切符
一つ
八日
一人
食べ物
磨く
自分
魚
出口
英語
暑い
少ない
葉書
朝
近く
東
中
欲しい
誕生日
細い
無くす
時計
行く
鳥
開ける
春
咲く
日曜日
女
閉まる
言う
風
女の子
今朝
夏
着る
授業
空
働く
次
横
声
人
食堂
毎年
四つ
池
貸す
半
電話
入口
色
三つ
今晩
さ来年
二十歳
入る
熱い
黒い
静か
泳ぐ
辛い
練習
牛乳
歌う
一昨年
箱
同じ
困る
封筒
歌
大好き
お母さん
誰
七つ
方
先生
新聞
靴
玄関
お父さん
午後
走る
黄色い
お手洗い
今週
物
弾く
図書館
外国人
時々
冬
洗濯
早い
楽しい
音楽
長い
鼻
六つ
曲る
花
犬
着く
橋
階段
来週
大丈夫
取る
警官
大学
晩
居る
家
遅い
猫
帰る
今
待つ
意味
全部
電車
買い物
大きい
緑
買う
生まれる
足
零
暗い
奥さん
黄色
乗る
今月
高い
開く
財布
押す
軽い
医者
下手
赤い
短い
家庭
後ろ
安い
妹
頼む
料理
食べる
賑やか
背広
上手
国
手紙
茶色
飲む
上げる
傘
所
銀行
手
六
夕方
若い
明い
吹く
夕飯
百
遠い
薬
出かける
天気
自転車
撮る
消す
明日
嫌
嫌い
来る
留学生
借りる
散歩
結婚
夏休み
病院
果物
私
一昨日
初め/始め
木曜日
黒
海
お酒
昼
小さな
作る
三
もう一度
差す
耳
消える
建物
出す
四日
窓
七日
立つ
本
砂糖
塩
見せる
見る 観る
毎朝
知る
強い
郵便局
寝る
今日
伯母さん/叔母さん
毎日
金曜日
伯父/叔父
八百屋
土曜日
町
体
降りる
元気
夜
並ぶ
牛肉
とり肉
月曜日
左
切る
習う
皆さん
角
十
遊ぶ
去年
先
休む
年
渡る
涼しい
頭
男
大切
教える
始まる
白
九
下
痛い
部屋
水曜日
秋
厚い
少し
野菜
何
花瓶
貼る
お風呂
疲れる
悪い
紙
紅茶
風邪
眼鏡
好き
男の子
忙しい
売る
要る
豚肉
歩く
お茶
荷物
返す
脱ぐ
廊下
鉛筆
公園
五
六日
映画
お姉さん
机
絵
暖かい
締める
休み
甘い
台所
多い
曇る
半分
本棚
五つ
新しい
雑誌
番号
千
昨夜
九日
動物
兄弟
北
問題
弱い
分かる
住む
仕事
兄
重い
来月
お菓子
使う
一
丸い/円い
危ない
口
答える
万年筆
辺
今年
十日
毎週
赤
お皿
大勢
鳴く
死ぬ
一日
先月
交番
初めて
山
車
吸う
病気
お弁当
聞く
七
右
弟
歯
飛行機
南
行く
川/河
薄い
登る
結構
教室
小さい
辞書
子供
会社
晴れる
肉
汚い
忘れる
難しい
引く
外
両親
背
勤める
服
二十日
寒い
字引
雨
晩御飯
話す
生徒
雪
伯父/叔父
靴下
勉強
旅行
並べる
家族
隣
止まる
便利
冷蔵庫
向こう
質問
易しい
呼ぶ
速い
上
八つ
二
