Column1
軟らかい
下旬
代る
通勤
温室
汚す
基地
正面
引力
浸ける
蝋燭
高級
皮肉
外部
超過
接する
送別
作成
望遠鏡
適確
規律
更ける
在る
間も無く
孝行
振り仮名
お帰り
真っ黒
蓋
絵の具
女房
算盤
日時
前後
庖丁
補う
各自
膨らむ
思い付く
広げる
話中
接近
縮小
薬指
治す
紙屑
応ずる
別々
群れ
冠
追い掛ける
原始
手入れ
過失
空っぽ
住居
性質
牧場
巻く
潜る
番地
包装
役所
間隔
成分
倉庫
縮める
注す
縮む
味わう
砕く
殻
削除
講師
努める
蒔く
相撲
応接
組合せ
お参り
広々
能率
思い込む
感激
矛盾
編む
重体
要領
強化
長引く
長方形
曲線
工芸
破れる
落し物
実用
死体
行事
俳句
信ずる
給与
焦点
水平線
終点
儲ける
編物
釘
役目
真っ青
整数
上下
重ねる
溜まる
若々しい
消防署
交ざる
掛け算
秤
錆
開放
体積
工夫
見学
理科
寮
合同
言い付ける
一応
片仮名
卑怯
消極的
塩辛い
商店
夕立
着ける
洒落
割と
匙
引分け
民謡
相互
何分
毎度
回転
消耗
文献
炊く
発想
性別
中年
歯磨き
浮く
傾く
投書
農薬
超す
溜息
床の間
直前
低下
再来月
合流
粗い
頂点
地帯
御手洗
交流
研修
引っ込む
燃やす
茶碗
原稿
評論
間接
区分
裏返す
名作
作製
催し
三角
流域
流石
出入口
家主
退ける
国立
坊や
着替え
退く
上り
漸く
這う
討つ
始終
足跡
集会
元々
平野
灯油
言葉遣い
しいんと
副詞
記号
湿気
納める
窓口
加速
胡椒
弱点
詰まる
通貨
敬語
災難
恨む
仮定
恋しい
往復
油断
意義
垂直
悔しい
姓
伝記
子孫
意地悪
神話
直後
住まい
海水浴
高度
挙げる
醤油
慰める
取り出す
退院
直線
怪しい
青少年
目覚し
下線
見掛け
枯れる
快晴
箸
感想
月末
差し引き
濡らす
代える
車輪
鐘
展開
断水
散らかす
飢える
店屋
塊
車掌
解答
迷信
落第
幾分
判事
嗅ぐ
高層
干す
接続
電力
集合
中味
妨げる
下水
次ぐ
停電
四つ角
危うい
清書
開通
解散
日の入り
話合い
言い出す
再三
方程式
撒く
免税
確率
学力
手拭い
下降
改造
電流
原理
裂く
社会科学
深まる
仲直り
失恋
農産物
濃度
脂
剃刀
溶く
無限
囁く
受験
応援
観念
湿る
虹
光線
損得
口実
引算
伝染
湯気
恵まれる
拝見
儀式
論ずる
和服
定規
鈍い
五十音
筆者
相違
役人
噴火
襖
盛る
重なる
大木
名字
防止
脱線
葬式
大層
生年月日
組み立てる
先祖
担ぐ
速力
図鑑
曲げる
商社
助教授
拝む
凹む
放れる
粒
磁石
憎らしい
強引
口紅
櫛
会館
不規則
灰色
方面
図表
跳ぶ
引っ掛かる
関東
速達
物差し
命ずる
格別
混ざる
留まる
自衛
過程
測る
慶び
欄
肯定
入れ物
薄暗い
下書き
例外
背負う
見出し
蘇る
付合う
回数
繋がる
半径
生意気
例える
感ずる
気体
噴水
通路
凍える
通知
追加
図形
通用
純情
末っ子
政党
照らす
踏切
採点
単数
海洋
受け持つ
申請
附属
独り言
点々
中指
制作
請う
?立
貸間
姿勢
社説
係わる
形容動詞
学部
主役
載る
標本
続々
夕刊
刺身
木材
頭脳
調整
在学
見送る
混ぜる
工事
過剰
改めて
紺
肌着
騒々しい
重役
指定
羨ましい
半島
体系
甚だしい
個体
人造
塵紙
早速
水平
以後
不潔
揉む
薬局
書留
溶岩
爪
目次
欲張り
各々
屑
敬う
発揮
重点
名詞
項目
混じる
皮膚
強気
遡る
体制
出迎える
時間割
線路
逸れる
貯蔵
小学生
竹
包帯
短期
栓
艶
飾り
平気
透き通る
探る
謙虚
苦情
締め切る
俄
彫刻
製作
太鼓
鈍い
蚊
麓
測定
行列
国籍
祝日
発売
裏口
迫る
薄める
厚かましい
欧米
先々月
先頭
助かる
転がる
ミリ
亡くす
地下水
涼む
別荘
素質
割算
気圧
溜める
清い
寺院
食器
差し支え
毛皮
児童
紅葉
漁師
幼稚園
片付く
拡張
針金
風船
発つ
容積
好き嫌い
腰掛け
生き生き
目安
佚
符号
瀬戸物
水素
書取
盆地
上級
修繕
琴
大凡
応対
偶数
交差
威張る
三日月
滝
憎む
通訳
筆記
登場
衣食住
自然科学
薬品
厳重
県庁
洋品店
重たい
交ぜる
力強い
刻む
余る
等分
基礎
近付ける
兵隊
存じる
基準
植木
狡い
算数
日課
明き
深夜
羽根
手前
地質
渇く
載せる
夕日
後輩
坊っちゃん
払い戻す
仮名
却って
一斉
便所
日日
献立
花火
膨らます
巡査
出来上がり
何々
連合
特売
私立
録音
休講
羊毛
摩擦
天皇
増大
実力
募集
絶えず
待合室
好き好き
大分
自習
見舞う
捻る
輸血
書道
素人
看病
学科
形容詞
分布
透明
書店
課程
乾杯
砕ける
古典
部首
飢饉
創作
重力
心当たり
部品
煎る
名刺
謎謎
売行き
当番
風呂敷
催促
東洋
悠々
映す
温帯
引受る
電波
初旬
険しい
着々
真っ白
一昨日
派手
お手伝いさん
懐かしい
中途
主語
円い
縮れる
折角
出迎え
平凡
挟まる
馴れる
点数
街角
但し
揃える
述語
扇風機
墨
至急
中間
正味
東西
日当たり
冷やす
実例
角度
自治
総理大臣
団地
盗難
引越し
問い合わせ
因る
争う
湧く
物凄い
過半数
預かる
冷凍
昼寝
叔父さん
醜い
飛び込む
酌む
順序
休養
日用品
功績
引返す
隔てる
水産
斬る
汁
御覧
吊す
起床
直角
省略
校舎
生長
森林
零点
集金
峠
出合い
父母
一通り
先端
響く
殖える
又は
交じる
属する
直流
規準
標準
繋がり
定休日
目指す
水曜
敷地
永い
惜しい
売り切れ
下品
甘やかす
警備
片寄る
片道
防犯
盆
素直
蒸す
方角
溶け込む
利害
従姉妹
裁縫
凸凹
桁
撫でる
基盤
用途
抽象
面倒臭い
溶ける
拡充
下駄
換気
長短
暖まる
睨む
容器
気配
学術
傑作
期限
火山
整う
開会
配る
国王
吊る
交通機関
乱暴
お代わり
澄む
親指
勘違い
小数
宴会
倣う
学年
出掛ける
御辞儀
人文科学
食塩
解説
南北
激増
一定
針路
一流
区域
飽くまで
動作
潰れる
四角い
映る
来日
知人
餅
目立つ
恨み
彫る
官庁
掻く
塵芥
民間
延長
祭日
延ばす
売上
殖やす
卒直
掏摸
採る
含める
括弧
耕地
追い越す
発射
焦がす
心身
加速度
放る
務める
推定
狙う
育児
索引
溶かす
編集
岬
呼び出す
外れる
液体
資料
煮る
複写
儲かる
座敷
騒がしい
煮える
矢印
句読点
火口
擦る
香水
地名
纏まる
匂う
取り入れる
長男
嫌がる
段階
紫
地点
水分
以降
短所
牧畜
漢和
家屋
平仮名
治める
和英
怠る
唇
緩い
時速
文脈
繋げる
交替
留まる
血圧
手頃
満員
余計
熱する
乾かす
私鉄
客席
下車
残らず
捕える
目下
発電
系統
名所
蒸発
恐縮
申し訳ない
入社
遊園地
逃がす
上旬
改札
周辺
こうして
突き当たり
閉会
蓄える
小父さん
湯飲み
近寄る
四角
熟語
内科
無地
焦げる
落着く
地味
蕎麦
改正
器械
分量
女の人
生ずる
校庭
釣り合う
各地
静まる
限度
楽器
引出す
暖める
高める
見直す
混合
夜間
貨物
実績
伯母さん
通帳
足る
泊める
有料
公共
生る
高等
赤道
剥く
習字
乾電池
臨時
割引
呑気
所々
留守番
扇子
方針
斜め
小指
童話
消化
瓶詰
