Column1
会場
会場
地震
法律
確か
彼
火
決して
受ける
無くなる
連絡
進む
間に合う
電報
不便
息子
卒業
味
喜ぶ
近所
泳ぎ方
小鳥
払う
開く
億
普通
戦争
経験
見える
技術
代わり
非常に
続ける
急行
中学校
裏
売り場
故障
新聞社
お・金持ち
尋ねる
致す
機会
凄い
用意
試合
腕
十分
場所
部長
さ来月
昔
ご存じ
以上
着物
夫
変
投げる
暮れる
正しい
天気予報
隅
味噌
気
研究室
深い
番組
教育
日記
大事
滑る
焼ける
空気
飾る
校長
星
決める
一度
辞典
訳
安心
西洋
家内
真中
競争
柔らかい
予約
今度
皆
沸く
指
経済
降り出す
試験
仕方
堅/硬/固い
召し上がる
包む
申す
台風
娘
眠い
用
拝見
漫画
教会
旅館
道具
落る
寺
釣る
放送
下りる
落す
案内
お見舞い
関係
必ず
火事
思う
運ぶ
消しゴム
伝える
御主人
文法
米
直す
彼女
運転手
拾う
入院
遠慮
地理
役に立つ
揺れる
医学
砂
回る
神社
支度
君
相談
産業
工業
特別
恥ずかしい
屋上
輸入
下げる
久しぶり
今夜
移る
引き出す
光る
政治
反対
光
亡くなる
注射
心
贈り物
例えば
大体
水泳
港
厳しい
研究
葉
触る
美術館
自由
割合
注意
表
楽む
高校生
乾く
間違える
沸かす
熱
君
写す
気持ち
社会
空く
約束
泊まる
考える
間
小説
決る
席
打つ
花見
木綿
季節
警察
彼ら
輸出
興味
虫
割れる
手袋
倍
珍しい
社長
会話
日
焼く
探す
駐車場
首
合う
子
驚く
人形
危険
込む
踊る
祈る
親
布団
鏡
踏む
市民
講義
捕まえる
最近
飛行場
工場
海岸
棚
看護婦
簡単
お土産
歯医者
運動
糸
予習
訪ねる
会議室
連れる
公務員
動く
下着
無理
以外
寂しい
安全
空港
お祝い
育てる
国際
気分
比べる
背中
済む
お嬢さん
心配
折れる
準備
招待
交通
寄る
科学
赤ん坊
大分
祖母
高校
遊び
起す
止める
事務所
食料品
お宅
特に
湖
出発
以下
適当
漬ける
選ぶ
乗り換える
夢
見つかる
冷える
女性
壊す
祖父
血
終わり
動物園
失敗
周り
運転
市
過ぎる
手伝う
先輩
髪
戻る
昼休み
説明
生活
両方
遠く
生産
上る
壁
線
足す
力
翻訳
将来
理由
枝
字
展覧会
植える
都合
騒ぐ
最後
具合
親切
妻
遅れる
直る
止む
規則
集る
指輪
数学
治る
歴史
参る
行う
押し入れ
鳴る
美しい
発音
意見
噛む
送る
通る
冷房
謝る
客
高等学校
原因
留守
帰り
途中
汚れる
浅い
怒る
絹
時代
細かい
林
付く
下宿
楽しみ
森
住所
捨てる
承知
湯
畳
品物
答
届ける
貿易
取り替える
思い出す
知らせる
必要
明日
計画
音
舟
別れる
忘れ物
お礼
課長
笑う
勝つ
壊れる
雲
通う
僕
男性
続く
利用
止める
負ける
迎える
聞こえる
申し上げる
集める
差し上げる
向かう
坂
見つける
調べる
柔道
復習
倒れる
世界
人口
下る
さ来週
眠る
怖い
趣味
片付ける
引っ越す
別
習慣
苦い
郊外
受付
点
草
暖房
悲しい
残る
建てる
返事
始める
二階建て
泥棒
踊り
残念
掛ける
折る
都
太る
予定
寝坊
水道
形
入学
汽車
世話
大学生
痩せる
変わる
塗る
景色
為
見物
一生懸命
毛
変える
慣れる
以内
盗む
似る
退院
石
泣く
盛ん
足りる
講堂
中々
丁寧
複雑
最初
会議
優しい
小学校
食事
島
逃げる
特急
田舎
急ぐ
用事
場合
出席
紹介
急
電灯
事故
引き出し
増える
文学
昼間
乗り物
立てる
生きる
お祭り
文化
